bt_x_1,bt_x_2,bt_x_3,bt_x_4,bt_range,bt_angle,bt_env_categories_1,bt_env_categories_2,bt_env_categories_3,bt_env_categories_4,bt_env_categories_5,bt_env_categories_6,bt_env_categories_7,bt_env_categories_8,bt_env_categories_9,bt_pos_loc_categories_1,bt_pos_loc_categories_2,bt_pos_loc_categories_3,bt_pos_loc_categories_4,bt_pos_loc_categories_5,bt_pos_loc_categories_6,bt_pos_loc_categories_7,bt_pos_loc_categories_8
-79.5310107603694,-71.5310632321639,7.99994752820546,611687296.371489,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-80.3124818372013,-72.3124556013041,8.00002623589726,611693314.615278,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-80.2994751072877,-72.2994488713905,8.00002623589725,611693314.71177,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-78.2255402780756,-70.2255927498702,7.99994752820546,611687296.794162,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-79.0366878978697,-71.0366616619724,8.00002623589726,611693315.179536,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-78.2118789767824,-70.2118527408851,8.00002623589725,611693315.348875,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-78.1481084150151,-70.1481608868096,7.99994752820546,611687297.404495,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-78.634873697422,-70.6348474615247,8.00002623589726,611693315.641358,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-78.6298328835151,-70.6298066476178,8.00002623589725,611693315.860312,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-79.763695893005,-71.7637483647995,7.99994752820546,611687297.907163,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-79.5720961381286,-71.5720699022313,8.00002623589726,611693316.152434,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-79.8630930821754,-71.8630668462781,8.00002623589725,611693316.331765,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-79.7906079896103,-71.7906604614048,7.99994752820546,611687298.364701,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-80.2629035487592,-72.262877312862,8.00002623589726,611693316.617124,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-80.1472661219777,-72.1472398860804,8.00002623589725,611693316.768805,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-80.0185072588256,-72.0185597306201,7.99994752820546,611687298.930551,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-79.8033903382805,-71.8033641023833,8.00002623589726,611693317.235662,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-79.9059116782078,-71.9058854423106,8.00002623589725,611693317.383318,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-79.6662077150514,-71.666260186846,7.99994752820546,611687299.462793,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-79.8157131027516,-71.8156868668543,8.00002623589726,611693317.740755,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-80.1901166479779,-72.1900904120807,8.00002623589725,611693317.933655,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-79.6649077610698,-71.6649602328643,7.99994752820546,611687300.001261,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-78.8835550122477,-70.8835287763504,8.00002623589726,611693318.197921,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-78.3646983585614,-70.3646721226641,8.00002623589725,611693318.486956,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-79.3169848520826,-71.3170373238772,7.99994752820546,611687300.667421,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-80.5656258104385,-72.5655995745412,8.00002623589726,611693318.902768,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-79.6196503995548,-71.6196241636576,8.00002623589725,611693319.075007,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-79.7829792808342,-71.7830317526288,7.99994752820546,611687301.207495,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-79.0467698601631,-71.0467436242658,8.00002623589726,611693319.672271,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-78.8407477094016,-70.8407214735043,8.00002623589725,611693319.976108,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-81.0422095839718,-73.0422620557663,7.99994752820546,611687302.159845,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-79.1118757892988,-71.1118495534015,8.00002623589726,611693320.717566,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-78.8454327338114,-70.8454064979142,8.00002623589725,611693321.037391,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-79.2730680704041,-71.2731205421986,7.99994752820546,611687303.082957,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-78.3281106436409,-70.3280844077436,8.00002623589726,611693321.582741,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-79.9062887708498,-71.9062625349525,8.00002623589725,611693321.973651,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-78.3686378528761,-70.3686903246706,7.99994752820546,611687304.186606,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-72.2697394665885,-64.2697132306912,8.00002623589726,611693322.706712,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-77.8016523869802,-69.8016261510829,8.00002623589725,611693322.966802,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-82.512698548145,-74.5127510199395,7.99994752820546,611687305.210737,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-82.6818203793934,-74.6817941434961,8.00002623589726,611693323.587211,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-87.5444394065335,-79.5444131706362,8.00002623589725,611693323.890392,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-85.7613166169797,-77.7613690887742,7.99994752820546,611687306.093627,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-86.081789183974,-78.0817629480768,8.00002623589726,611693324.43623,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-84.4651242003238,-76.4650979644265,8.00002623589725,611693324.659323,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-85.9948110522394,-77.9948635240339,7.99994752820546,611687306.798966,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-81.6608374288349,-73.6608111929376,8.00002623589726,611693325.154027,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-83.8844236271525,-75.8843973912552,8.00002623589725,611693325.651115,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-80.9381716042295,-72.938224076024,7.99994752820546,611687307.814876,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-80.9544860596338,-72.9544598237365,8.00002623589726,611693326.158968,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-81.0800601838155,-73.0800339479183,8.00002623589725,611693326.473767,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-77.2365805907712,-69.2366330625658,7.99994752820546,611687308.602592,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-78.5132934430897,-70.5132672071925,8.00002623589726,611693327.082546,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-78.2133389010408,-70.2133126651435,8.00002623589725,611693327.394922,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-79.7063534337435,-71.7064059055381,7.99994752820546,611687309.578657,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-77.6958945428003,-69.6958683069031,8.00002623589726,611693328.175445,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-78.360368166221,-70.3603419303237,8.00002623589725,611693328.413619,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-78.3897802084633,-70.3898326802579,7.99994752820546,611687310.529441,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-78.8785469289975,-70.8785206931002,8.00002623589726,611693328.984688,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-79.2235698771514,-71.2235436412542,8.00002623589725,611693329.302434,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-81.4382452536398,-73.4382977254344,7.99994752820546,611687311.518137,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-83.6414829137924,-75.6414566778951,8.00002623589726,611693329.84176,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-86.7508107606432,-78.7507845247459,8.00002623589725,611693330.104271,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-93.164137190582,-85.1641896623765,7.99994752820546,611687312.461141,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-81.7428258265041,-73.7427995906069,8.00002623589726,611693330.768225,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-85.0429291606452,-77.0429029247479,8.00002623589725,611693331.061365,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-86.3418571375137,-78.3419096093082,7.99994752820546,611687313.292842,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-84.0303025560523,-76.0302763201551,8.00002623589726,611693331.619811,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-85.035536687187,-77.0355104512898,8.00002623589725,611693331.806552,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-84.0975739202219,-76.0976263920165,7.99994752820546,611687313.906836,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-83.4417624345164,-75.4417361986191,8.00002623589726,611693332.215353,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-80.958192979789,-72.9581667438918,8.00002623589725,611693332.463769,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-81.8736951963009,-73.8737476680955,7.99994752820546,611687314.597263,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-84.9764771273717,-76.9764508914745,8.00002623589726,611693333.052613,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-81.3578206150774,-73.3577943791801,8.00002623589725,611693333.416824,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-85.0068409282778,-77.0068934000723,7.99994752820546,611687315.549825,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-83.8785926915147,-75.8785664556174,8.00002623589726,611693333.871025,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-81.6845541349414,-73.6845278990441,8.00002623589725,611693334.010536,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-83.2427324722673,-75.2427849440618,7.99994752820546,611687316.182439,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-81.2369778421667,-73.2369516062694,8.00002623589726,611693334.518305,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-82.0886106465784,-74.0885844106811,8.00002623589725,611693334.888377,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-80.0969669131145,-72.0970193849091,7.99994752820546,611687317.18397,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-82.2301630867235,-74.2301368508263,8.00002623589726,611693335.567574,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-83.2070339909972,-75.2070077550999,8.00002623589725,611693335.872575,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-77.3764829410608,-69.3765354128554,7.99994752820546,611687318.120569,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-74.7263313567246,-66.7263051208273,8.00002623589726,611693336.514964,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-75.9304583930834,-67.9304321571861,8.00002623589725,611693336.72943,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-74.7904795768853,-66.7905320486799,7.99994752820546,611687318.849922,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-77.8438966657302,-69.843870429833,8.00002623589726,611693337.299613,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-78.8746237157409,-70.8745974798436,8.00002623589725,611693337.666188,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-79.0404564102015,-71.0405088819961,7.99994752820546,611687319.753471,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-78.1904277414808,-70.1904015055835,8.00002623589726,611693338.102652,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-78.7212703922039,-70.7212441563066,8.00002623589725,611693338.430331,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-79.6658108476344,-71.665863319429,7.99994752820546,611687320.782467,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-78.9404690055343,-70.940442769637,8.00002623589726,611693339.217644,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-79.585310580715,-71.5852843448178,8.00002623589725,611693339.444297,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-80.5213302164006,-72.5213826881952,7.99994752820546,611687321.735359,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-80.1578123802195,-72.1577861443222,8.00002623589726,611693340.146569,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-82.1580881964639,-74.1580619605667,8.00002623589725,611693340.486697,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-84.2943106107031,-76.2943630824976,7.99994752820546,611687322.726041,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-84.4491684430217,-76.4491422071245,8.00002623589726,611693341.023011,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-83.785422434448,-75.7853961985507,8.00002623589725,611693341.254054,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-83.5583869347327,-75.5584394065272,7.99994752820546,611687323.39304,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-81.7464255747047,-73.7463993388074,8.00002623589726,611693341.767184,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-80.069935393737,-72.0699091578397,8.00002623589725,611693341.9212,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-84.5988610579901,-76.5989135297847,7.99994752820546,611687323.978731,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-78.3083123022599,-70.3082860663627,8.00002623589726,611693342.362097,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-77.7605131343328,-69.7604868984355,8.00002623589725,611693342.671642,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-80.580034474351,-72.5800869461456,7.99994752820546,611687324.97006,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
