gyro_x_1,gyro_x_2,gyro_x_3,gyro_x_4,gyro_x_5,gyro_x_6,gyro_x_7,gyro_range,gyro_angle,gyro_env_categories_1,gyro_env_categories_2,gyro_env_categories_3,gyro_env_categories_4,gyro_env_categories_5,gyro_env_categories_6,gyro_env_categories_7,gyro_env_categories_8,gyro_env_categories_9,gyro_pos_loc_categories_1,gyro_pos_loc_categories_2,gyro_pos_loc_categories_3,gyro_pos_loc_categories_4,gyro_pos_loc_categories_5,gyro_pos_loc_categories_6,gyro_pos_loc_categories_7,gyro_pos_loc_categories_8
-0.0236532154106139,0.044127938014297,0.024541326609014,0.0557586425981196,0.0500674496320169,0.0340844731658156,0.0504930849238184,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0205806908176191,0.0426152088604476,0.0234498848844103,0.0528158873999301,0.0473246327059176,0.0312003515304319,0.0486410642082558,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0178679359973506,0.0411767835653388,0.0224453926329053,0.0501855187483148,0.0448864193447436,0.0286890011546359,0.046896941853729,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0155254108181189,0.0398108990296948,0.0215219087038088,0.0478449434828697,0.0427310901174299,0.026537349817313,0.0452559414420652,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0135649704126593,0.0385239003508778,0.0206770042174493,0.0457781369645937,0.0408423716321749,0.0247294748368165,0.0437221843193222,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0120121837397732,0.037311233610201,0.0199119824124557,0.0439648468131871,0.0391972028557277,0.0232546683870576,0.0422920228543036,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0108831239673437,0.0361682793137951,0.0192248025829038,0.0423813620611808,0.0377701842173065,0.0220915237509819,0.0409601936381205,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0101574303842265,0.035096038355434,0.0186110330705665,0.0410033639133452,0.0365363558699619,0.0212024513668615,0.0397253377606763,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.00980187707656572,0.0340866776182571,0.0180683854427267,0.039805086832992,0.0354679909957569,0.0205558591825066,0.0385793745874389,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.00979549843155823,0.0331283913066089,0.0175921492888701,0.0387675871919875,0.0345462313441924,0.0201354291269035,0.0375096524532779,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0101185489627191,0.0322191541284664,0.0171760414971218,0.0378876672200291,0.0337706814539597,0.0199349300129645,0.0365115090658373,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0107272360324259,0.0313761108851029,0.0168132860015812,0.0371782263339796,0.0331592208468421,0.0199439258689542,0.0355970071838243,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0117157643673507,0.0305598495142038,0.0164903225277619,0.0366482506282589,0.0327286348178788,0.0202284421491348,0.0347251369961357,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0131903859077251,0.0297065599630301,0.0162110981036612,0.0363216971927021,0.032503322679871,0.0208994254017004,0.0338419769895854,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0149574187186539,0.0288668880777875,0.0159918313414929,0.0362320337777967,0.0325118686331722,0.0218966445918066,0.0330005438887038,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0168373506504626,0.0281036281858611,0.0158238393400954,0.0363827457127264,0.0327614147151151,0.0231060656189621,0.0322522527689195,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0188261674365401,0.0274296312071507,0.0156937314456838,0.0367845409812082,0.0332687428152754,0.0245095448149877,0.0316018650533405,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0209078072072575,0.0268519637703761,0.0155989028279062,0.0374364812712934,0.0340318139472676,0.0260856698524364,0.0310540452720745,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.023022190179526,0.0263588020950959,0.0155171690889003,0.03828302789859,0.0349972525857487,0.0277633531331463,0.0305870721779963,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0252562246821529,0.0259371491956604,0.0154058603535645,0.0393440354669785,0.0362023838109223,0.0295840737294396,0.0301674699242657,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0276242222134738,0.0255167832306533,0.0152709743019566,0.0405882561274878,0.0376059021875494,0.0315642251454142,0.0297373314635185,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0298696281921301,0.025001125182514,0.0151538996177479,0.0417958325955185,0.0389519055853218,0.0334938108008162,0.0292352002561384,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0319335097355614,0.0244929540363125,0.015047928261805,0.0429661958570752,0.0402449231761736,0.0353014049154368,0.0287462161405175,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0338383559366737,0.0241651948563523,0.0149336410848772,0.0441814962511958,0.0415811372492684,0.0369871324726445,0.0284072222946455,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0355077461697653,0.0239494535976402,0.0148178286359473,0.0453204634924037,0.0428296201907278,0.038475551763955,0.0281628189837207,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0368865772195295,0.0237601050946103,0.0147072266242031,0.0462759623136559,0.0438766700317975,0.0397104783898152,0.0279436058711576,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0379241627193417,0.0236296101231664,0.0146261254747253,0.0470162114481629,0.0446833368554314,0.0406468407673403,0.0277899625939881,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0386360346243205,0.0235471938537596,0.0145873306576463,0.0475394964802293,0.0452461435912302,0.0412981039178217,0.0276994684804969,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0390712875281212,0.0235124062665306,0.014566017622255,0.0478703209402167,0.0456004249711283,0.0416981339927455,0.0276586716567197,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.039242024520065,0.0235452986814552,0.0145562893283109,0.0480229438648009,0.0457637146485326,0.0418547732934115,0.0276815217971923,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0391174951143331,0.0236278951438896,0.0145598631510731,0.0479629593324733,0.0456996263983691,0.0417392865175946,0.0277536852311296,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0386648583616399,0.0237391632996493,0.0145601571509313,0.0476499456720877,0.0453709063860652,0.0413154867862584,0.0278486274424294,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0378846231543848,0.0238696376445523,0.0145432497700065,0.0470798299349602,0.0447772740665617,0.0405801772473032,0.0279511308385729,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0368622185311165,0.024005720910334,0.0145199746543024,0.0463241562839759,0.043989746435512,0.03961884424106,0.0280553791702488,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0356787043101193,0.0241488243576893,0.0145268229938328,0.0454660779637039,0.0430828928822967,0.038522701456973,0.0281814531944802,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0343274288399516,0.0243103836290753,0.0145834511215599,0.0445201546444942,0.0420638457936831,0.0372967748924336,0.0283491057849757,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0328674428593985,0.0244774834729193,0.0146706326156852,0.0435275023247057,0.0409806783409311,0.0359930029514103,0.0285372503670455,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.031353749034783,0.0246363777783743,0.014773120951234,0.042523567479866,0.0398749130227883,0.0346598136344664,0.0287262286539421,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0297677489659681,0.02478480242508,0.0148952575888389,0.0415002892566908,0.0387350656350437,0.0332864473493156,0.028916347104849,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0281484555402788,0.0249268124592356,0.0150427475208455,0.0404964909795511,0.0375989564839366,0.0319158236973285,0.0291140899283115,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0265696667117841,0.0250625458959414,0.0152193220635132,0.03956900504226,0.0365250379323753,0.0306198457417445,0.029321646796507,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0250745534708412,0.0251488983297133,0.015410344425925,0.0387127761118467,0.03551338225177,0.0294314788464276,0.0294948436599331,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0236752248542153,0.0251395820122475,0.0155843597987473,0.0378865032166468,0.0345328083950346,0.0283441094803571,0.0295782158705918,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0224167081206631,0.0250590704883964,0.0157404025895639,0.0371244675435349,0.0336224005197342,0.027391040079715,0.0295925208021211,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0213293332987341,0.024957915467917,0.0159046606906025,0.0364800799773709,0.0328304432420913,0.0266063656039618,0.0295948606380718,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0203879826399652,0.0248351784089349,0.0160887987191336,0.0359347376080019,0.0321318521522048,0.0259715090118445,0.0295911393972659,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0196312954779639,0.0246466717099779,0.0162824944277991,0.0354678137656363,0.0315094618888128,0.0255050463033187,0.0295394321402889,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0191471887927424,0.0243624543953281,0.01646453459654,0.0350888147749397,0.0309861908409111,0.0252526382412924,0.0294042528156235,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0190277539173913,0.0240253802858226,0.0166445845667204,0.0348757295610845,0.0306475825640326,0.0252803800315483,0.0292277452650234,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0192804446656102,0.0236845325289202,0.0168167401818553,0.0348639552828012,0.0305400168241135,0.0255839460765474,0.0290475443274901,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0197303233567734,0.0233382239161481,0.0169658050543719,0.0349542114267517,0.0305607322445504,0.0260216102673488,0.0288532708146445,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0202508000741673,0.0229586461321605,0.0170982179714274,0.0350648455531192,0.0306136299034542,0.0265036593971915,0.0286260107248672,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0208955316517032,0.0225229382046215,0.0171962228331377,0.0352081818346738,0.0307230530445223,0.0270616577972277,0.0283371280318971,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0218750247805331,0.0220542937245153,0.0172811821474883,0.0355464180649866,0.0310629776556617,0.0278775172058705,0.0280184069515357,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.023287630315788,0.0215589429107054,0.0173638091662926,0.0361746266589621,0.0317348663956832,0.0290485041695478,0.0276819415538448,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0249387117100712,0.0210380484861889,0.0173915503116132,0.0369730286574775,0.0326272711985737,0.0304040353242693,0.0272958880849956,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0266597597276851,0.0205186342661767,0.0173425101999526,0.0378486433168017,0.0336415983699797,0.0318041734489887,0.0268659079910689,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0283261895869823,0.0200088747279382,0.0172355671474568,0.038727159194685,0.0346803703036168,0.0331577712069457,0.0264087077073607,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0299119105737467,0.0195128061736164,0.0170791146412174,0.0395874747346783,0.0357137508383108,0.0344444269962453,0.0259315591836852,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0315586671698441,0.0190630277723624,0.0168815557770786,0.040550406000945,0.036869343652781,0.0357901718212083,0.0254634238331077,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0333356126451964,0.0187147184312291,0.0166668776275986,0.0417047786979396,0.0382296188365875,0.037269932657357,0.0250604368639801,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0351533495978811,0.0184587134775694,0.0164250720961791,0.0429681868894015,0.0397049378692103,0.0388013012837911,0.0247084418086549,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0369121722919988,0.0182421111436208,0.0161328159552012,0.0442216104742332,0.0411738154934713,0.0402836966272784,0.024352461264123,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0386050555165663,0.01805614216533,0.0157960888507446,0.0454520737075042,0.0426189462719548,0.0417117097997407,0.0239904291932267,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0401887453883433,0.0179140192078992,0.0154263913010269,0.0466263969082157,0.0440005379520531,0.0430477502833945,0.0236407621017889,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0415522535293864,0.0178298545087245,0.0150302858150145,0.0476487458056738,0.0452160755171509,0.044187093874246,0.0233198028182768,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0426628937793247,0.0178224826545504,0.0146258993016845,0.0484941266957217,0.0462359534734355,0.0451003263403821,0.0230555376938983,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0435427546072306,0.0178957556265946,0.014234048138988,0.0491816802748271,0.0470768472630898,0.0458102565503461,0.0228662676418741,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0441163901257379,0.0180474165672231,0.0138505696615824,0.049636714258979,0.0476651352927607,0.0462395302493078,0.0227496708701736,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0443023672539946,0.0183192857623595,0.0134960004557691,0.0498039958582935,0.047940546254197,0.0463124364788761,0.0227538625104642,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0440813847913939,0.0186499976163197,0.0131604118547363,0.0496405815477815,0.0478642966752428,0.0460039664084872,0.022825837361968,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0434335565086617,0.0189027861512821,0.0127874430640299,0.0490643236515905,0.0473686516091836,0.0452768432104858,0.0228217883698212,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0424143041018175,0.0191275258866395,0.0124219944176646,0.0481574644712324,0.0465277921138057,0.0441959176593715,0.0228071960542403,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0411565134960258,0.0194055599572857,0.0121153959916758,0.0470873356693653,0.045502025893408,0.0429026971551168,0.0228770316538428,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0395483548024389,0.0197414670236291,0.0118676704883007,0.0457672316252962,0.0442017860252799,0.0412906038996583,0.0230340426990991,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0373337253341831,0.0201155288983219,0.0116585166195839,0.0439813887906756,0.0424080363868389,0.0391117380986494,0.0232498497334572,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0346123469336329,0.0204510045712767,0.011416483399056,0.0417922749013435,0.0402027131948647,0.0364465451511537,0.0234217779251555,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0317191231512528,0.0205892169213128,0.011050392312601,0.0393970785360997,0.0378155870894161,0.0335888961376633,0.0233672211376378,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0288249414463061,0.0204512037027939,0.0105530576563835,0.0368849021711472,0.0353430188619499,0.0306959977078761,0.0230134473469779,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0259381697974008,0.0201990571858374,0.0100528256841228,0.0343780433979435,0.0328753792926488,0.0278181228100344,0.0225623849677309,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0231266600308705,0.0199222475337655,0.00959835488551596,0.0319979181742875,0.0305243894448372,0.025039385389657,0.0221138952540012,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0203247876000465,0.019547939517102,0.00914867897097826,0.0296465387063195,0.0281996264221936,0.0222889057134042,0.021582869741494,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0173622519537184,0.0190507293755233,0.00872413842915096,0.0272119215413909,0.0257755326355019,0.0194308616441831,0.020953302390564,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0143190548458521,0.0185296975144109,0.00839589402693109,0.0248772196630882,0.0234176220324371,0.016598986962763,0.0203430756398098,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0111531447456318,0.0179992271809759,0.00816997376180493,0.0226961073335931,0.0211746267223154,0.0138253791624532,0.0197666550124436,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.00809388911028834,0.0174856726676716,0.00803141923260993,0.0208749487295308,0.0192681029053356,0.0114024004411168,0.0192419448999028,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.00556505100799577,0.0171065325682933,0.00799574564283671,0.019685913685085,0.0179889757693893,0.00974175246588297,0.0188829395194451,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.00317301306064057,0.0167356524289426,0.00801876855659893,0.0188268617477706,0.0170337921234636,0.00862372663338161,0.0185575513305682,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.000678872627213365,0.0162598194010548,0.00808591336174751,0.0181720827065195,0.0162739852217856,0.0081143615237224,0.0181593976179995,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0.00163480077491444,0.0156973163110398,0.00817681803858442,0.0177746636024037,0.0157822150835203,0.00833864058523813,0.0176993246369729,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0.00369038781088036,0.0150547619905777,0.00825444202088659,0.0175613391819592,0.0155004780825508,0.009041834729239,0.0171692070774722,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0.00545815142847812,0.0143312640744913,0.00830655654881685,0.0174406258112401,0.0153354669635131,0.00993933089875218,0.0165645407926539,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0.00681972123543449,0.0135490865739948,0.00834285308140497,0.0173115436127617,0.0151685973220546,0.0107755183293865,0.0159116606464415,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0.00766603946859255,0.0127995328341474,0.00839710780345606,0.0171203861337675,0.014919658236918,0.0113701178796388,0.0153081501245343,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0.00804380677726258,0.0121266126034868,0.00845522607623611,0.0168299854041898,0.0145518919974339,0.0116702046027565,0.0147832872269772,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0.00805351243901425,0.0114767711725301,0.00847981044585104,0.0163854363490735,0.0140205327699049,0.0116947102487801,0.0142696692934413,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0.00771935361674192,0.0108125973078659,0.00847129660016439,0.0157563811482945,0.0132853558778971,0.0114608588835333,0.0137359064728188,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0.00707341083676762,0.0101627868350297,0.00843977898161859,0.0149848338789099,0.0123820586785863,0.0110119485162378,0.0132103030060943,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0.00618209776804489,0.00954308836762545,0.00837697416433995,0.0141231216292997,0.0113705263029454,0.0104111492623862,0.012698197972245,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0.00502818607412254,0.00897108052814431,0.00828634831754733,0.013207062863414,0.010284111096174,0.00969258601384168,0.0122124466951618,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0.00355413333030903,0.008521024285346,0.00818406259704129,0.0123376901887412,0.00923253587055419,0.00892248532203353,0.0118146830454205,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0.00184379475326581,0.00824872342239345,0.00808102608164329,0.0116937590074155,0.00845227881646795,0.0082887008405642,0.0115474854678991,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-3.08548110225937e-05,0.00814006305246497,0.0079694567530045,0.0113918312599633,0.00814012152964982,0.00796951648203153,0.01139178947471,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.00211590986091477,0.00817745105801084,0.00784506202869131,0.011527913019263,0.00844676153005867,0.00812539677637533,0.0113320653033848,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.00437129304099767,0.00837556658188383,0.00771244714608422,0.0121959074856686,0.00944766206094629,0.00886510258437077,0.0113856030384302,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.00667534793920661,0.00878647348904941,0.00757772174678625,0.0133859722603536,0.0110345995162144,0.0100986205484307,0.0116027575707452,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.00899131679553408,0.00942220122525206,0.00745173824266671,0.0150050010491175,0.0130238878084386,0.0116778499971046,0.0120127548366877,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0112914574183134,0.0102330012894042,0.00732965794252545,0.0169096189067926,0.0152384817491288,0.013461831085852,0.0125872237186511,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0134539800506649,0.0112144343019351,0.00720172626708017,0.0189377394939856,0.0175149397919636,0.0152602241277657,0.0133277304121284,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.015403969892509,0.012361098836242,0.00707367054180086,0.0209789386724545,0.0197504190560268,0.0169504897682416,0.0142419654322458,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.01713962213456,0.0136403591881276,0.00696247383894181,0.022984822985061,0.021904931994796,0.0184998024009298,0.0153145499685458,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0186166502246844,0.015048943621293,0.00687172631543267,0.0249052402570083,0.02393847049636,0.0198444019346124,0.0165436189109598,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0198488888114413,0.0165843162802471,0.00679604221357542,0.0267433005311784,0.0258653809856385,0.020980099542606,0.0179227714445052,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0209156168284186,0.0182139868262579,0.00674191723889335,0.0285423508400484,0.0277346776332504,0.0219753606425313,0.019421708579916,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0217453450905434,0.0199022294127447,0.00671696261561476,0.0302336956967537,0.029478106599718,0.022759121685302,0.0210051499013239,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0222043813728871,0.0216304705524264,0.00672506068446457,0.0317196823704421,0.0309985775233639,0.0232004524387424,0.0226517923690183,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0222372739008141,0.0233670206313675,0.00676703686164065,0.0329591685516092,0.0322569992982389,0.023244120513081,0.0243271543973716,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0217690672558988,0.0250653107566847,0.00684056390027663,0.0338962447329315,0.0331988266738604,0.0228185364049847,0.0259819767878224,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0208061302492934,0.0266845636885697,0.00694950081966633,0.0345435458058729,0.0338372722777694,0.0219360574760623,0.0275746532324865,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0194741521198288,0.0282047421253329,0.00709940888229671,0.0350021668703638,0.0342746273377664,0.0207278606533396,0.0290845162386202,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0178381516734659,0.0296174631460077,0.00728890404893604,0.0353344293935149,0.0345744671445663,0.0192698670820577,0.0305011843284768,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.0159251875341417,0.0309003374966144,0.00751277016531532,0.0355652101211156,0.034762658923078,0.0176083307997787,0.0318005121493589,16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
